event_id, px, py, pz, eta, phi, mass, p_T
231, 538.1591810000,  -56.7211057300,  -102.0775788150,  -0.1723781148,  -0.1050106768,  233.2015140963,  541.1400816146
232, 146.0893900000,  -8.2971010600,  -1.0974513000,  -0.0057004564,  -0.0567337378,  125.1101870033,  146.3248159287
233, 128.9029390000,  5.3579478700,  -13.3075547000,  -0.0804929526,  0.0415418410,  103.0968566117,  129.0142445167
234, 426.1229770000,  -224.5944586100,  63.0043035000,  0.1076453989,  -0.4850643512,  330.4943919038,  481.6881380786
235, 146.2601810000,  -6.6326032550,  -9.3573962000,  -0.0503349416,  -0.0453169297,  114.4315085905,  146.4104913320
236, 150.8081200000,  9.9056871600,  -6.3412747700,  -0.0330786621,  0.0655898253,  117.8786716355,  151.1330926569
237, 137.4927880000,  -9.7884469000,  -5.0300534000,  -0.0287558280,  -0.0710725269,  107.6546096259,  137.8407793243
238, 183.8052760000,  -20.4089123300,  18.5483443000,  0.0797947226,  -0.1105825402,  140.4205128363,  184.9348620134
239, 116.0176210000,  4.7499924700,  5.7057921850,  0.0377799725,  0.0409191383,  96.5174866360,  116.1148173618
240, 153.6890660000,  -14.3110810600,  -6.5781333000,  -0.0322936070,  -0.0928493645,  132.8653226077,  154.3539311098
241, 128.9029390000,  5.3579478700,  -13.3075547000,  -0.0804929526,  0.0415418410,  103.0968566117,  129.0142445167
242, 166.3925720000,  16.8090053900,  6.0336905000,  0.0274557609,  0.1006786163,  142.5254131640,  167.2394411584
243, 491.7888960000,  177.2515977450,  186.2942650000,  0.3063971921,  0.3459292224,  291.6401702723,  522.7565849724
244, 150.8081200000,  9.9056871600,  -6.3412747700,  -0.0330786621,  0.0655898253,  117.8786716355,  151.1330926569
245, 137.4927880000,  -9.7884469000,  -5.0300534000,  -0.0287558280,  -0.0710725269,  107.6546096259,  137.8407793243
246, 258.3308760000,  50.3814886700,  30.9641258000,  0.0899153257,  0.1926092618,  221.3557558218,  263.1979025287
247, 399.9571490000,  214.0605054700,  103.0419629850,  0.1970344546,  0.4914161714,  253.3614303957,  453.6382050029
248, 148.0507000000,  -9.4794610600,  -2.9192413000,  -0.0149372371,  -0.0639411951,  127.2111126997,  148.3538673324
249, 283.6361820000,  201.7493258700,  -87.9035577000,  -0.2088151065,  0.6182671130,  231.3108341413,  348.0693526131
250, 166.3925720000,  16.8090053900,  6.0336905000,  0.0274557609,  0.1006786163,  142.5254131640,  167.2394411584
251, 531.7229500000,  -3.0530382550,  168.1786798000,  0.2685177571,  -0.0057417208,  316.6188484499,  531.7317148707
252, 150.8081200000,  9.9056871600,  -6.3412747700,  -0.0330786621,  0.0655898253,  117.8786716355,  151.1330926569
253, 137.4927880000,  -9.7884469000,  -5.0300534000,  -0.0287558280,  -0.0710725269,  107.6546096259,  137.8407793243
254, 183.8052760000,  -20.4089123300,  18.5483443000,  0.0797947226,  -0.1105825402,  140.4205128363,  184.9348620134
255, 189.3585000000,  3.0786090700,  -14.6294348150,  -0.0641358732,  0.0162566659,  126.8562526460,  189.3835245106
256, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
257, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
258, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
259, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
260, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
261, 218.6333730000,  -14.9730832000,  -91.6345820000,  -0.3264148318,  -0.0683781247,  167.4649938400,  219.1454882261
262, 177.7351210000,  5.1738501900,  1.9744820770,  0.0087258628,  0.0291016738,  139.9445522954,  177.8104101640
263, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
264, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
265, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
266, 156.0611840000,  5.3679284400,  13.6152388000,  0.0645329528,  0.0343827521,  141.6594937912,  156.1534751686
267, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
268, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
269, 109.3434730000,  -1.1378285000,  7.7082370000,  0.0555311847,  -0.0104056273,  85.3867624589,  109.3493929631
270, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
271, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
272, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
273, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
274, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
275, 203.7302210000,  -16.5870357200,  -52.0183945210,  -0.1957341377,  -0.0812374850,  167.1896762437,  204.4043363109
276, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
277, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
278, 177.4486610000,  4.7326571900,  -1.0541779230,  -0.0046633649,  0.0266642504,  139.9648578773,  177.5117611168
279, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
280, 695.4816040000,  194.8811108100,  -354.7588286000,  -0.4266746847,  0.2732037061,  359.4016782309,  722.2695541506
281, 140.6918100000,  -21.6182988800,  -11.7529891100,  -0.0648741186,  -0.1524646638,  111.8642172163,  142.3430231783
282, 150.5443240000,  -15.3078104600,  42.1993158000,  0.2141136096,  -0.1013347886,  123.9263372245,  151.3205952595
283, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
284, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
285, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
286, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
287, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
288, 392.7547790000,  56.3196962100,  -252.8114736000,  -0.4999031876,  0.1424256733,  279.3650512703,  396.7722578615
289, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
290, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
291, 372.1825310000,  105.4483120900,  25.7250626790,  0.0567736162,  0.2760885504,  235.4887160787,  386.8322412936
292, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
293, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
294, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
295, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
296, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
297, 330.6330200000,  -147.9670628800,  49.5035908900,  0.1193200744,  -0.4207951208,  200.2472634875,  362.2325849667
298, 340.8197430000,  -165.0650765600,  40.6398596000,  0.0910247464,  -0.4510233449,  235.3330943678,  378.6879674856
299, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
300, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
301, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
302, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
303, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
304, 259.7223440000,  -158.2583314900,  -25.7827121000,  -0.0683093162,  -0.5472563827,  223.0216714552,  304.1404206265
305, 143.8933400000,  -14.3844688800,  -6.3113031100,  -0.0340282659,  -0.0996351765,  116.0797969331,  144.6105329543
306, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
307, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
308, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
309, 121.8338740000,  11.0309705000,  19.2020812000,  0.1215500710,  0.0902948804,  99.3424568599,  122.3322327272
310, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
311, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
312, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
313, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
314, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
315, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
316, 864.1675210000,  -117.5125140700,  193.0755715700,  0.2019516736,  -0.1351544869,  375.6440703312,  872.1208031657
317, 111.3661570000,  -0.4833515000,  10.9507190000,  0.0776605311,  -0.0043401737,  86.2585761627,  111.3672059164
318, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
319, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
320, 432.4921770000,  293.4975235100,  -93.1634771000,  -0.1525636783,  0.5962318953,  311.1706204972,  522.6760750912
321, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
322, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
323, 611.5488710000,  446.6157512800,  172.5907884790,  0.2011990363,  0.6307751545,  390.5548622838,  757.2698666346
324, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
325, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
326, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
327, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
328, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
329, 407.5733900000,  -25.4926712800,  157.0287888900,  0.3211871678,  -0.0624660631,  253.3888897413,  408.3698624104
330, 391.2028240000,  99.9150694400,  74.8771508000,  0.1561237347,  0.2500590062,  255.2155520053,  403.7606600534
331, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
332, 265.3432010000,  -36.4733708700,  -19.2505884300,  -0.0550206207,  -0.1366012948,  224.8441784362,  267.8382368138
333, 405.2656550000,  193.6524718000,  -27.3777880000,  -0.0514732810,  0.4457636351,  284.4447103634,  449.1564660080
334, 179.2539460000,  8.1038981900,  0.9944401770,  0.0043612290,  0.0451782740,  140.6925039709,  179.4370372093
335, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
336, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
337, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
338, 144.8680640000,  -13.0584665600,  39.3224388000,  0.2064142839,  -0.0898974534,  120.9250618484,  145.4554210609
339, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
340, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
341, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
342, 217.8326910000,  -38.9823628100,  -23.3358279230,  -0.0807792450,  -0.1770810548,  185.2078587220,  221.2932576437
343, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
344, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
345, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
346, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
347, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
348, 389.5236960000,  -104.7577778700,  72.9801485700,  0.1508504193,  -0.2627218591,  263.7877630386,  403.3644775755
349, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
350, 534.6167830000,  183.5706601900,  -134.4250144230,  -0.2107184468,  0.3307550153,  285.4463129259,  565.2550680426
351, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
352, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
353, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
354, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
355, 792.8616520000,  381.6861432800,  238.1090648490,  0.2422915735,  0.4486597999,  415.6689576500,  879.9510845406
356, 646.4614230000,  -139.8716415700,  -40.0913414300,  -0.0533759353,  -0.2130805074,  355.1877439029,  661.4200235423
357, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
358, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
359, 127.8799960000,  6.0297761000,  30.3822696000,  0.1823815642,  0.0471169345,  105.1460185113,  128.0220745683
360, 319.7163940000,  168.8265515100,  110.5565774000,  0.2456506554,  0.4858357416,  260.3919617480,  361.5535604680
361, 441.2045060000,  -234.6521988800,  12.8493947900,  0.0224724039,  -0.4887974993,  277.7779017927,  499.7229938215
362, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
363, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
364, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
365, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
366, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
367, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
368, 189.2550370000,  -54.4011324900,  0.5303424000,  0.0021420133,  -0.2799025269,  150.0802061712,  196.9186437239
369, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
370, 415.9243040000,  116.6766674400,  99.2159638000,  0.1997827851,  0.2734943592,  238.2622545012,  431.9797117722
371, 163.8179270000,  -5.8840377200,  -7.7709525210,  -0.0371818211,  -0.0359027209,  129.5739191771,  163.9235648297
372, 441.9569230000,  181.9577591300,  48.3831871000,  0.0873896722,  0.3905596376,  278.0527372113,  477.9482690577
373, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
374, 178.8781410000,  2.5645371900,  1.7401790770,  0.0076197532,  0.0143358014,  141.9550654300,  178.8965236627
375, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
376, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
377, 347.7697560000,  -159.8448532800,  95.7021342900,  0.2075399816,  -0.4308319879,  251.2297693123,  382.7455816968
378, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
379, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
380, 471.6330100000,  -101.6222798700,  86.8643941700,  0.1543968305,  -0.2122243685,  285.0546522397,  482.4570280218
381, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
382, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
383, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
384, 498.2233650000,  -9.5272183200,  -301.9696156000,  -0.5042493528,  -0.0191200533,  285.2963811403,  498.3144482361
385, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
386, 339.4176240000,  12.1516894400,  160.7622018000,  0.3884369330,  0.0357863020,  218.1169926800,  339.6350792219
387, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
388, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
389, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
390, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
391, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
392, 383.1526840000,  197.4376835100,  -96.0493372000,  -0.1809581959,  0.4758107109,  304.7731892921,  431.0308783906
393, 194.6389700000,  -37.5275828800,  -60.9321541100,  -0.2430356276,  -0.1904688870,  149.4697012402,  198.2237324830
394, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
395, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
396, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
397, 109.3244530000,  -2.6292725000,  8.0493110000,  0.0579243646,  -0.0240455421,  85.6167495770,  109.3560656645
398, 339.9610410000,  41.5141501900,  -118.6884869230,  -0.2813293196,  0.1215128204,  236.7854994230,  342.4863998231
399, 211.2720780000,  107.3979171000,  -47.1799880000,  -0.1554025779,  0.4702968344,  187.7855851584,  237.0025391000
400, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
401, 239.6614120000,  -68.5328678800,  73.6023819900,  0.2348817507,  -0.2785240774,  185.1315437227,  249.2676200025
402, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
403, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
404, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
405, 253.4480130000,  98.7312705000,  -69.9278230000,  -0.2142667107,  0.3714674685,  175.8157774518,  271.9995571103
406, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
407, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
408, 297.4308150000,  -131.9070334900,  -67.6633116000,  -0.1742335622,  -0.4174254675,  208.4058007409,  325.3683377277
409, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
410, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
411, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
412, 594.5662320000,  106.3177799700,  204.5602814700,  0.2852699713,  0.1769455738,  368.3225365095,  603.9970815926
413, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
414, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
415, 238.5852660000,  50.1616721000,  -115.6405604000,  -0.3584929612,  0.2072280903,  200.6730074680,  243.8013997092
416, 160.1318870000,  -4.8444394900,  -3.1944096000,  -0.0159635789,  -0.0302435852,  119.8889576836,  160.2051491936
417, 369.2332620000,  -112.7095229800,  115.0790018900,  0.2475015520,  -0.2962689718,  250.5850914489,  386.0526367447
418, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
419, 164.0786910000,  -9.2607487200,  -7.8276605210,  -0.0373976504,  -0.0563810804,  129.5461804625,  164.3398256879
420, 237.5629870000,  -50.4512118700,  30.1503647700,  0.0914359630,  -0.2092608465,  222.3654897720,  242.8610663971
421, 213.4370130000,  97.6748365000,  -79.7987250000,  -0.2654531918,  0.4291795587,  182.1524507708,  234.7248009982
422, 392.4747930000,  93.3466276900,  -227.8792849230,  -0.4393007072,  0.2335026418,  299.4515546638,  403.4229245364
423, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
424, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
425, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
426, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
427, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
428, 209.5128830000,  19.2363081300,  42.7086365700,  0.1547250876,  0.0915577424,  176.9782656758,  210.3941151588
429, 260.4283810000,  -152.5242805000,  -65.7444520000,  -0.1776315217,  -0.5298137809,  210.8750589216,  301.8055628585
430, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
431, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
432, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
433, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
434, 212.5040790000,  68.2437894400,  95.0417398000,  0.3211602668,  0.3107376885,  186.5769028428,  223.1931862508
435, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
436, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
437, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
438, 176.0756010000,  5.8412071900,  0.2981120770,  0.0013318477,  0.0331622652,  138.0748015598,  176.1724637080
439, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
440, 411.2235550000,  -42.6934644900,  117.3628709000,  0.2418972934,  -0.1034499481,  244.8071403531,  413.4338448857
441, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
442, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
443, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
444, 457.1331500000,  -144.0354247600,  0.3711509200,  0.0006342407,  -0.3052374061,  335.7522768678,  479.2879305957
445, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
446, 569.6729110000,  8.4040225900,  152.2291227770,  0.2359011432,  0.0147512947,  290.1490298126,  569.7348972311
447, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
448, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
449, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
450, 138.1667640000,  -9.2455245600,  32.1159920000,  0.1775223503,  -0.0668160827,  114.9439035793,  138.4757538294
451, 392.4453910000,  -153.6887584200,  -39.6196385210,  -0.0777900960,  -0.3732598713,  285.0354835586,  421.4660358580
452, 189.9484930000,  13.5065001300,  23.0026965700,  0.0924029596,  0.0709866417,  159.7863444110,  190.4280849526
453, 346.9078330000,  86.4323829900,  170.4802097000,  0.4023835550,  0.2441793077,  205.6785229662,  357.5130786784
454, 177.4474210000,  4.8605591900,  1.3916620770,  0.0061621441,  0.0273846985,  139.6141165566,  177.5139776333
455, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
456, 152.8972650000,  -9.9280454900,  -0.5412256000,  -0.0028487717,  -0.0648417588,  112.3311663657,  153.2192537892
457, 138.4754400000,  -18.7842788800,  -10.2165491100,  -0.0576190952,  -0.1348276445,  108.9790375483,  139.7436818473
458, 136.5413740000,  -8.4169125600,  32.2005788000,  0.1798348864,  -0.0615657752,  114.0323834631,  136.8005527432
459, 161.5943610000,  -7.2969587200,  -5.7240005210,  -0.0278470362,  -0.0451253687,  126.7853429613,  161.7590279198
460, 330.8867630000,  96.7707491300,  69.3682875700,  0.1645243226,  0.2845239935,  239.4271562460,  344.7471940652
461, 108.2082130000,  -1.4219725000,  8.9599370000,  0.0653804632,  -0.0131403210,  83.9226806755,  108.2175557220
462, 256.6449310000,  50.1934541900,  15.1426560770,  0.0477645588,  0.1931376113,  179.0076366647,  261.5071766731
463, 114.8846960000,  4.0914181000,  16.5480296000,  0.1113186210,  0.0355982114,  93.7652163329,  114.9575272746
