event_id, px, py, pz, eta, phi, mass, p_T
929, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
930, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
931, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
932, 223.0050280000,  4.6674152800,  7.8256660300,  0.0270776522,  0.0209265862,  183.7181400526,  223.0538663164
933, 289.6302860000,  -4.2338237200,  -111.4185473000,  -0.3201205258,  -0.0146169872,  182.1589840074,  289.6612294245
934, 194.2895420000,  -21.6824858000,  -14.1658551000,  -0.0572670972,  -0.1111389676,  151.3402262966,  195.4956682923
935, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
936, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
937, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
938, 144.5836070000,  -13.5495538100,  5.7758441800,  0.0315295426,  -0.0934414078,  111.6191544300,  145.2171127023
939, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
940, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
941, 205.6219860000,  4.1582627000,  -41.2401993000,  -0.1653878824,  0.0202200945,  138.9823868924,  205.6640276647
942, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
943, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
944, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
945, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
946, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
947, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
948, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
949, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
950, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
951, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
952, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
953, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
954, 144.0239410000,  -13.6450318100,  4.6630911800,  0.0255288379,  -0.0944594665,  111.4820837690,  144.6688718221
955, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
956, 256.1626360000,  11.9494282800,  -44.1949869700,  -0.1362426160,  0.0466140276,  197.0140482255,  256.4411919304
957, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
958, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
959, 171.6870410000,  6.0221224600,  -3.2936715500,  -0.0148881617,  0.0350617874,  139.3747012035,  171.7926250054
960, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
961, 222.8574750000,  61.4353773000,  33.5807790600,  0.1124438936,  0.2689900703,  188.0797410216,  231.1704127854
962, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
963, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
964, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
965, 154.2613360000,  4.9778989000,  -3.5872273000,  -0.0178991521,  0.0322580646,  127.8273980294,  154.3416316551
966, 446.4512410000,  -84.1289824000,  -193.9571256000,  -0.3541146939,  -0.1862552445,  285.2608669941,  454.3087015126
967, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
968, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
969, 326.4030730000,  72.3505103000,  38.2876799600,  0.0976499356,  0.2181331324,  203.6522145227,  334.3255335814
970, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
971, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
972, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
973, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
974, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
975, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
976, 400.5340660000,  113.9105568000,  -102.2990238640,  -0.1980054406,  0.2770810676,  300.1005637225,  416.4170421308
977, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
978, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
979, 479.9685800000,  -176.9573719500,  -23.6363149000,  -0.0399230728,  -0.3532230566,  297.7400277863,  511.5503389449
980, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
981, 140.3408160000,  5.8623525000,  -18.9792553000,  -0.1048748506,  0.0417479850,  113.5808389366,  140.4632044785
982, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
983, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
984, 493.6878660000,  186.2704268000,  82.6306769100,  0.1333122674,  0.3607891197,  321.7056115636,  527.6593417499
985, 168.8455850000,  4.4242173000,  -4.5299009400,  -0.0213166832,  0.0261967477,  128.9306561265,  168.9035383665
986, 365.1332500000,  19.2883625900,  93.0386962743,  0.2172873030,  0.0527764889,  216.3050250203,  365.6423542028
987, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
988, 187.9030580000,  38.8473952800,  1.5639090300,  0.0065287027,  0.2038694677,  143.4003041205,  191.8767295057
989, 150.8263730000,  -7.8038785000,  -24.2665496000,  -0.1228529197,  -0.0516947107,  126.5346535980,  151.0281275524
990, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
991, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
992, 210.4463000000,  4.8279668000,  5.9176461100,  0.0223000752,  0.0229375383,  161.5414472238,  210.5016732644
993, 255.9758550000,  -43.5909987000,  5.1684112600,  0.0165011696,  -0.1686753024,  175.1308700922,  259.6609587725
994, 142.4123190000,  -15.4487598100,  4.2999391800,  0.0238934489,  -0.1080565597,  108.9064862446,  143.2478020167
995, 185.1800500000,  -5.2325199500,  -11.1392959000,  -0.0464417346,  -0.0282488747,  152.2175688842,  185.2539613154
996, 307.5370280000,  5.5534554200,  131.8858400300,  0.3249728814,  0.0180558808,  253.8027554993,  307.5871656265
997, 138.4414560000,  4.5721725000,  -17.8658353000,  -0.1000965797,  0.0330140364,  112.0897741805,  138.5169357904
998, 193.4312170000,  -22.3106898000,  -13.3455891000,  -0.0542392155,  -0.1148342761,  150.2269610709,  194.7136425355
999, 162.0898510000,  3.0216954600,  6.1118884500,  0.0294748631,  0.0186399424,  129.2408603982,  162.1180139301
